feedback_id,atendimento_id,data_feedback,socorrista_id,nps_score,feedback_texto,tipo_problema
FB3061,AT6826,28/05/2026,SOC215,8,Atendimento rápido e organizado.,Nenhum problema
FB3062,AT7883,19/08/2026,SOC002,8,Resposta rápida e comunicação clara.,Nenhum problema
FB3063,AT1986,13/12/2024,SOC004,9,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB3064,AT6657,23/04/2026,SOC105,2,Falha no repasse de dados entre equipes.,Falha de comunicação
FB3065,AT4146,13/06/2025,SOC201,6,Ambulância sem parte do material necessário.,Falta de equipamento
FB3066,AT7373,31/07/2026,SOC108,7,Atendimento rápido e organizado.,Nenhum problema
FB3067,AT3401,13/04/2025,SOC049,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB3068,AT6679,10/04/2026,SOC213,8,Atendimento rápido e organizado.,Nenhum problema
FB3069,AT1590,23/11/2024,SOC177,7,Atendimento rápido e organizado.,Nenhum problema
FB3070,AT7648,09/08/2026,SOC175,4,Demora para liberar leito hospitalar.,Demora no atendimento
FB3071,AT5126,15/10/2025,SOC168,5,Atendimento adequado apesar da espera.,Demora no atendimento
FB3072,AT7434,10/07/2026,SOC015,8,Tempo de resposta foi satisfatório.,Nenhum problema
FB3073,AT0974,06/07/2026,SOC141,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB3074,AT7545,01/08/2026,SOC204,7,Suporte adequado durante todo o atendimento.,Nenhum problema
FB3075,AT7289,23/06/2026,SOC066,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB3076,AT5523,13/11/2025,SOC026,8,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB3077,AT0324,02/06/2026,SOC274,10,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB3078,AT7076,22/06/2026,SOC150,4,Atendimento adequado apesar da espera.,Demora no atendimento
FB3079,AT4308,16/07/2025,SOC064,9,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB3080,AT2961,27/03/2025,SOC217,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB3081,AT7409,20/07/2026,SOC111,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB3082,AT4605,17/07/2025,SOC248,6,Ambulância sem parte do material necessário.,Falta de equipamento
FB3083,AT3205,27/03/2025,SOC170,4,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB3084,AT1362,21/11/2024,SOC111,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB3085,AT7825,31/08/2026,SOC218,8,Boa integração entre as equipes.,Nenhum problema
FB3086,AT1661,15/12/2024,SOC052,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB3087,AT3669,27/05/2025,SOC122,2,Paciente sofreu morte acidental no local.,Morte acidental
FB3088,AT5463,09/11/2025,SOC195,3,Houve espera moderada no hospital.,Demora no atendimento
FB3089,AT7382,05/07/2026,SOC255,7,Procedimento realizado de forma segura.,Nenhum problema
FB3090,AT5817,16/12/2025,SOC216,8,Atendimento excelente do início ao fim.,Nenhum problema
FB3091,AT2314,08/01/2025,SOC285,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB3092,AT7164,07/06/2026,SOC188,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB3093,AT2158,30/01/2025,SOC236,9,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB3094,AT7833,26/08/2026,SOC142,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB3095,AT5951,16/01/2026,SOC217,8,Atendimento excelente do início ao fim.,Nenhum problema
FB3096,AT5044,15/09/2025,SOC179,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB3097,AT5325,01/11/2025,SOC241,7,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB3098,AT5670,31/12/2025,SOC290,8,Procedimento realizado de forma segura.,Nenhum problema
FB3099,AT6707,02/04/2026,SOC156,3,Comunicação com a central apresentou ruído.,Falha de comunicação
FB3100,AT7151,19/06/2026,SOC085,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB3101,AT2170,17/01/2025,SOC043,7,Atendimento ocorreu sem complicações.,Nenhum problema
FB3102,AT3508,26/04/2025,SOC075,7,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB3103,AT7294,18/06/2026,SOC277,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB3104,AT3111,23/03/2025,SOC231,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB3105,AT1785,05/12/2024,SOC167,4,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB3106,AT0927,29/04/2026,SOC133,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB3107,AT1205,04/10/2024,SOC295,8,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB3108,AT2108,29/01/2025,SOC146,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB3109,AT4450,24/07/2025,SOC292,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB3110,AT4406,24/07/2025,SOC160,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB3111,AT1970,21/12/2024,SOC113,8,Atendimento organizado e seguro.,Nenhum problema
FB3112,AT4724,11/08/2025,SOC076,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB3113,AT1427,13/11/2024,SOC193,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB3114,AT7650,17/08/2026,SOC271,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB3115,AT5409,21/11/2025,SOC253,10,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3116,AT4698,03/09/2025,SOC179,6,Faltou equipamento durante o atendimento.,Falta de equipamento
FB3117,AT5500,29/11/2025,SOC138,10,Atendimento organizado e seguro.,Nenhum problema
FB3118,AT1399,04/12/2024,SOC242,9,Procedimento padrão seguido corretamente.,Nenhum problema
FB3119,AT0722,06/07/2025,SOC276,6,Houve espera moderada no hospital.,Demora no atendimento
FB3120,AT0147,04/07/2026,SOC177,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB3121,AT1592,14/11/2024,SOC267,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB3122,AT0327,08/02/2026,SOC244,7,Espera prolongada para triagem no hospital.,Demora no atendimento
FB3123,AT1053,17/09/2024,SOC047,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB3124,AT1695,14/12/2024,SOC247,4,Houve espera moderada no hospital.,Demora no atendimento
FB3125,AT1530,16/11/2024,SOC065,8,Procedimento realizado de forma segura.,Nenhum problema
FB3126,AT2261,21/01/2025,SOC077,8,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3127,AT7335,02/07/2026,SOC066,8,Atendimento ocorreu sem complicações.,Nenhum problema
FB3128,AT7114,21/06/2026,SOC176,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB3129,AT1142,03/09/2024,SOC108,7,Boa integração entre as equipes.,Nenhum problema
FB3130,AT6489,18/04/2026,SOC214,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB3131,AT0495,02/01/2025,SOC212,10,Ocorrência conduzida com muita competência.,Nenhum problema
FB3132,AT3669,26/05/2025,SOC281,6,Demora na regulação do leito hospitalar.,Demora no atendimento
FB3133,AT6150,14/02/2026,SOC059,10,Tempo de resposta foi satisfatório.,Nenhum problema
FB3134,AT4938,14/09/2025,SOC162,4,Demora na regulação do leito hospitalar.,Demora no atendimento
FB3135,AT5073,14/10/2025,SOC093,9,Boa integração entre as equipes.,Nenhum problema
FB3136,AT6616,11/04/2026,SOC042,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB3137,AT0654,09/05/2025,SOC226,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB3138,AT2603,20/02/2025,SOC096,3,Falha no repasse de dados entre equipes.,Falha de comunicação
FB3139,AT6823,02/06/2026,SOC180,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB3140,AT2589,19/02/2025,SOC148,10,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB3141,AT1064,28/09/2024,SOC261,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB3142,AT4328,05/07/2025,SOC140,10,Equipe atuou rapidamente no local.,Nenhum problema
FB3143,AT3634,01/06/2025,SOC124,3,Endereço informado estava impreciso.,Falha de comunicação
FB3144,AT4765,20/08/2025,SOC196,10,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB3145,AT1737,22/12/2024,SOC003,7,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3146,AT1082,26/09/2024,SOC022,4,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB3147,AT1049,19/09/2024,SOC296,10,Atendimento rápido e organizado.,Nenhum problema
FB3148,AT6180,25/02/2026,SOC274,10,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB3149,AT5917,15/01/2026,SOC106,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB3150,AT6599,28/04/2026,SOC287,10,Resposta rápida e comunicação clara.,Nenhum problema
FB3151,AT1845,15/12/2024,SOC122,8,Boa integração entre as equipes.,Nenhum problema
FB3152,AT3200,10/03/2025,SOC239,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB3153,AT6089,01/03/2026,SOC085,10,Atendimento rápido e organizado.,Nenhum problema
FB3154,AT5640,25/12/2025,SOC241,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB3155,AT6635,07/04/2026,SOC102,6,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB3156,AT1549,17/11/2024,SOC241,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB3157,AT3410,09/04/2025,SOC245,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB3158,AT1991,19/12/2024,SOC042,4,Endereço informado estava impreciso.,Falha de comunicação
FB3159,AT5925,11/01/2026,SOC187,9,Atendimento organizado e seguro.,Nenhum problema
FB3160,AT4604,10/07/2025,SOC023,3,Atendimento adequado apesar da espera.,Demora no atendimento
FB3161,AT0978,06/07/2026,SOC290,9,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB3162,AT6178,10/02/2026,SOC126,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB3163,AT3504,13/04/2025,SOC145,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB3164,AT2305,05/01/2025,SOC074,8,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3165,AT6411,19/03/2026,SOC229,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB3166,AT6823,02/06/2026,SOC156,7,Tempo de resposta foi satisfatório.,Nenhum problema
FB3167,AT1097,23/09/2024,SOC222,6,Ambulância sem parte do material necessário.,Falta de equipamento
FB3168,AT7018,07/06/2026,SOC184,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB3169,AT3599,17/04/2025,SOC179,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB3170,AT6938,10/05/2026,SOC280,10,Tempo de resposta foi satisfatório.,Nenhum problema
FB3171,AT5170,04/10/2025,SOC065,7,Equipe preparada para situação crítica.,Nenhum problema
FB3172,AT2107,16/01/2025,SOC137,5,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB3173,AT4847,09/09/2025,SOC081,8,Equipe preparada para situação crítica.,Nenhum problema
FB3174,AT3551,02/04/2025,SOC274,7,Boa integração entre as equipes.,Nenhum problema
FB3175,AT2740,20/02/2025,SOC001,3,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB3176,AT3533,01/04/2025,SOC213,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB3177,AT2591,19/02/2025,SOC147,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB3178,AT0864,17/11/2025,SOC089,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB3179,AT4984,06/09/2025,SOC197,6,Atendimento adequado apesar da espera.,Demora no atendimento
FB3180,AT4044,04/06/2025,SOC030,5,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB3181,AT0458,17/11/2024,SOC152,9,Procedimento realizado de forma segura.,Nenhum problema
FB3182,AT4730,16/08/2025,SOC193,9,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB3183,AT1815,07/12/2024,SOC087,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB3184,AT1539,30/11/2024,SOC214,8,Equipe demonstrou grande eficiência.,Nenhum problema
FB3185,AT4826,02/09/2025,SOC006,7,Equipe atuou rapidamente no local.,Nenhum problema
FB3186,AT4461,31/07/2025,SOC244,5,Informações do chamado estavam incompletas.,Falha de comunicação
FB3187,AT2651,07/02/2025,SOC181,7,Demora na regulação do leito hospitalar.,Demora no atendimento
FB3188,AT3082,07/03/2025,SOC057,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB3189,AT5532,13/11/2025,SOC160,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB3190,AT5437,10/11/2025,SOC141,7,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB3191,AT6551,23/04/2026,SOC045,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB3192,AT6927,11/05/2026,SOC194,10,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB3193,AT0782,03/10/2025,SOC253,3,Informações do chamado estavam incompletas.,Falha de comunicação
FB3194,AT7250,17/06/2026,SOC084,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB3195,AT7199,21/06/2026,SOC143,6,Demora para liberar leito hospitalar.,Demora no atendimento
FB3196,AT6552,24/04/2026,SOC127,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB3197,AT7067,19/06/2026,SOC266,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB3198,AT1921,18/12/2024,SOC223,8,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB3199,AT4855,05/09/2025,SOC265,10,Atendimento rápido e organizado.,Nenhum problema
FB3200,AT0997,22/08/2026,SOC113,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB3201,AT4297,16/07/2025,SOC208,6,Demora na regulação do leito hospitalar.,Demora no atendimento
FB3202,AT2401,12/01/2025,SOC242,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB3203,AT6803,21/05/2026,SOC277,6,Demora para liberar leito hospitalar.,Demora no atendimento
FB3204,AT2694,16/02/2025,SOC288,10,Tempo de resposta foi satisfatório.,Nenhum problema
FB3205,AT2394,05/01/2025,SOC288,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB3206,AT0660,07/05/2025,SOC242,10,Equipe atuou rapidamente no local.,Nenhum problema
FB3207,AT5297,13/10/2025,SOC225,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB3208,AT0534,25/02/2025,SOC224,6,Demora na regulação do leito hospitalar.,Demora no atendimento
FB3209,AT3967,30/06/2025,SOC042,7,Tempo de resposta foi satisfatório.,Nenhum problema
FB3210,AT5182,30/10/2025,SOC074,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB3211,AT7290,28/06/2026,SOC128,10,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3212,AT6294,11/03/2026,SOC243,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB3213,AT4900,10/09/2025,SOC059,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB3214,AT4620,04/08/2025,SOC140,7,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB3215,AT1483,06/11/2024,SOC046,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB3216,AT2916,04/03/2025,SOC060,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB3217,AT3444,14/04/2025,SOC216,7,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB3218,AT0578,12/03/2025,SOC139,5,Espera prolongada para triagem no hospital.,Demora no atendimento
FB3219,AT3522,09/04/2025,SOC126,3,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB3220,AT0023,18/03/2026,SOC230,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB3221,AT6424,26/03/2026,SOC108,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB3222,AT0918,20/03/2026,SOC217,8,Atendimento organizado e seguro.,Nenhum problema
FB3223,AT2771,18/02/2025,SOC179,2,Endereço informado estava impreciso.,Falha de comunicação
FB3224,AT6258,11/03/2026,SOC117,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB3225,AT5649,16/12/2025,SOC069,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB3226,AT7738,24/08/2026,SOC132,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB3227,AT5676,11/12/2025,SOC298,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB3228,AT4757,11/08/2025,SOC278,1,Paciente sofreu morte acidental no local.,Morte acidental
FB3229,AT0401,09/09/2024,SOC086,5,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB3230,AT4516,18/07/2025,SOC208,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB3231,AT7513,06/07/2026,SOC045,8,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB3232,AT5966,13/01/2026,SOC146,4,Ambulância sem parte do material necessário.,Falta de equipamento
FB3233,AT2177,06/01/2025,SOC003,8,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB3234,AT6335,26/03/2026,SOC218,7,Tempo de resposta foi satisfatório.,Nenhum problema
FB3235,AT2285,16/01/2025,SOC078,7,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3236,AT7711,04/08/2026,SOC164,10,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB3237,AT1500,03/12/2024,SOC183,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB3238,AT4421,19/07/2025,SOC205,7,Atendimento organizado e seguro.,Nenhum problema
FB3239,AT4094,22/06/2025,SOC290,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB3240,AT4483,05/08/2025,SOC192,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB3241,AT4062,12/06/2025,SOC106,7,Equipe demonstrou excelente preparo.,Nenhum problema
FB3242,AT6442,01/04/2026,SOC140,10,Atendimento excelente do início ao fim.,Nenhum problema
FB3243,AT2044,03/01/2025,SOC257,9,Equipe atuou rapidamente no local.,Nenhum problema
FB3244,AT3256,28/03/2025,SOC102,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB3245,AT5335,25/10/2025,SOC172,10,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB3246,AT6714,17/04/2026,SOC104,3,Falha no repasse de dados entre equipes.,Falha de comunicação
FB3247,AT4648,18/08/2025,SOC113,5,Atendimento adequado apesar da espera.,Demora no atendimento
FB3248,AT0997,20/08/2026,SOC195,8,Atendimento organizado e seguro.,Nenhum problema
FB3249,AT7978,26/08/2026,SOC020,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB3250,AT3828,11/05/2025,SOC158,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB3251,AT6128,27/02/2026,SOC110,5,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB3252,AT1528,06/11/2024,SOC246,3,Comunicação com a central apresentou ruído.,Falha de comunicação
FB3253,AT5191,17/10/2025,SOC087,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB3254,AT4868,30/09/2025,SOC136,10,Equipe preparada para situação crítica.,Nenhum problema
FB3255,AT6417,08/03/2026,SOC079,9,Procedimento realizado de forma segura.,Nenhum problema
FB3256,AT7898,20/08/2026,SOC183,2,Paciente sofreu morte acidental no local.,Morte acidental
FB3257,AT3294,19/04/2025,SOC169,8,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB3258,AT4116,10/06/2025,SOC055,8,Comunicação entre socorristas foi boa.,Nenhum problema
